State,Constituency,Assets,Party,Gender,Criminal Cases,Age,Education Level,General Votes,Postal Votes,Total Votes,Vote Share,Voters in Constituency,Region
Punjab,SANGRUR,16427274,AAP,MALE,0,45,High School,412201,1360,413561,37.35007984,1529431,NORTH
Uttar Pradesh,SANT KABIR NAGAR,4300614,BJP,MALE,0,30,Graduate Professional,466167,1376,467543,43.94510891,1962903,NORTH
Bihar,SARAN,80740349,BJP,MALE,0,58,Post Graduate,496992,2994,499986,52.98622849,1667253,EAST
Chhattisgarh,SURGUJA,27682493,BJP,FEMALE,0,55,High School,662428,1283,663711,51.80320883,1655239,EAST
Bihar,SASARAM (SC),37786578,BJP,MALE,4,63,Post Graduate,492364,2436,494800,50.71870288,1787878,EAST
Maharashtra,SATARA,1996813173,NCP,MALE,8,53,High School,576078,2948,579026,51.80249374,1848489,WEST
Madhya Pradesh,SATNA,41719076,BJP,MALE,2,56,Post Graduate,587410,1343,588753,52.86198491,1575064,WEST
Telangana,SECUNDRABAD,81430778,BJP,MALE,0,58,Illiterate,384248,532,384780,42.04037528,1968276,SOUTH
Madhya Pradesh,SHAHDOL,36564408,BJP,FEMALE,0,32,Graduate,746122,1855,747977,60.3944655,1656474,WEST
Uttar Pradesh,SHAHJAHANPUR,43448049,BJP,MALE,1,42,High School,686352,2638,688990,58.03814737,2114201,NORTH
Bihar,SHEOHAR,328364940,BJP,FEMALE,1,69,Graduate Professional,606581,2097,608678,60.56937469,1686215,EAST
Meghalaya,SHILLONG,549515421,INC,MALE,0,51,Graduate Professional,419212,477,419689,53.51271678,1197806,NORTH EAST
Himachal Pradesh,SHIMLA,15705738,BJP,MALE,0,48,Post Graduate,601305,4877,606182,66.23861251,1259085,NORTH
Karnataka,SHIMOGA,674093851,BJP,MALE,2,46,Graduate,728902,970,729872,56.84064772,1676668,SOUTH
Maharashtra,SHIRDI,113710526,SHS,MALE,1,56,High School,483449,3371,486820,47.24105339,1587079,WEST
Maharashtra,SHIRUR,43351521,NCP,MALE,0,38,Graduate Professional,634554,1276,635830,49.16889313,2175529,WEST
Uttar Pradesh,SHRAWASTI,19108216,BSP,MALE,0,49,Graduate Professional,441505,266,441771,44.30385332,1914739,NORTH
Madhya Pradesh,SIDHI,51541791,BJP,FEMALE,0,41,Post Graduate,697212,1130,698342,54.44291556,1845547,WEST
Rajasthan,SIKAR,2827638,BJP,MALE,0,67,Post Graduate,761332,10772,772104,58.02409479,2041612,WEST
Sikkim,SIKKIM,478817,SKM,MALE,0,30,Post Graduate,161143,5779,166922,47.23115884,434128,OTHERS
Assam,SILCHAR,29901767,BJP,MALE,0,48,Post Graduate,496235,3179,499414,52.53174010000001,1195720,NORTH EAST
Jharkhand,SINGHBHUM,25249018,INC,FEMALE,1,35,Post Graduate,431545,270,431815,49.09688965,1269917,EAST
Haryana,SIRSA,42596349,BJP,FEMALE,0,51,Post Graduate,712877,1474,714351,52.13038452,1803349,NORTH
Bihar,SITAMARHI,60717031,JD(U),MALE,6,58,Graduate,565533,2212,567745,54.61186995,1752454,EAST
Uttar Pradesh,SITAPUR,73129716,BJP,MALE,1,58,Post Graduate,513984,544,514528,48.30241959,1666126,NORTH
Tamil Nadu,SIVAGANGA,793729024,INC,MALE,8,47,Graduate Professional,564002,2102,566104,52.18000453,1552019,SOUTH
Bihar,SIWAN,19325264,JD(U),FEMALE,4,33,Post Graduate,447171,1302,448473,45.5371884,1799551,EAST
Maharashtra,SOLAPUR,27870079,BJP,MALE,0,63,Graduate,523352,1633,524985,48.32585258,1851654,WEST
Haryana,SONIPAT,235859266,BJP,MALE,0,62,Graduate Professional,583988,3676,587664,51.95297512,1592611,NORTH
NCT OF Delhi,SOUTH DELHI,180052708,BJP,MALE,2,57,Graduate Professional,685789,1225,687014,56.56554512,2067463,NORTH
Goa,SOUTH GOA,79402232,INC,MALE,0,73,Graduate Professional,201279,282,201561,47.45760717,579352,WEST
West Bengal,SRERAMPUR,175968902,AITC,MALE,0,62,Graduate Professional,637231,476,637707,45.47711942,1785472,EAST
Andhra Pradesh,SRIKAKULAM,122791042,TDP,MALE,1,32,Post Graduate,529213,5331,534544,45.91174333,1553860,SOUTH
Jammu & Kashmir,SRINAGAR,121904435,JKNC,MALE,1,83,Graduate Professional,106596,154,106750,57.1274142,1294671,NORTH
Tamil Nadu,SRIPERUMBUDUR,208806446,DMK,MALE,0,77,Graduate,790750,2531,793281,56.37489314,2253448,SOUTH
Uttar Pradesh,SULTANPUR,556926451,BJP,FEMALE,0,62,High School,458281,915,459196,45.88454421,1775196,NORTH
Odisha,SUNDARGARH,74185014,BJP,MALE,2,58,Illiterate,498468,1588,500056,45.4163257,1531525,EAST
Bihar,SUPAUL,23441606,JD(U),MALE,2,73,Graduate,596807,570,597377,53.76950052,1690620,EAST
Gujarat,SURAT,23872876,BJP,FEMALE,0,58,Graduate,794133,1518,795651,74.41185575,1655704,WEST
Gujarat,SURENDRANAGAR,79084513,BJP,MALE,0,50,Post Graduate,626957,4887,631844,58.49329614,1849429,WEST
West Bengal,TAMLUK,37687867,AITC,MALE,1,42,Graduate,723641,792,724433,50.06655425,1694646,EAST
Uttarakhand,TEHRI GARHWAL,1846640100,BJP,FEMALE,0,68,High School,556120,9213,565333,64.30208499999999,1493543,NORTH
Tamil Nadu,TENKASI,51360700,DMK,MALE,1,44,Post Graduate,470346,5810,476156,44.667207,1492317,SOUTH
Assam,TEZPUR,14445139,BJP,MALE,0,41,Graduate,681437,2729,684166,57.40201446,1499639,NORTH EAST
Maharashtra,THANE,181441465,SHS,MALE,9,57,High School,738618,2351,740969,63.27822233,2370903,WEST
Tamil Nadu,THANJAVUR,42452076,DMK,MALE,0,68,Graduate Professional,583621,5357,588978,55.56123662,1461052,SOUTH
Tamil Nadu,THENI,65803231,AIADMK,MALE,0,39,Post Graduate,503459,1354,504813,42.962516,1561040,SOUTH
Tamil Nadu,THIRUVALLUR,24583769,INC,MALE,0,69,Doctorate,764093,3199,767292,54.48491584,1946870,SOUTH
Kerala,THIRUVANANTHAPURAM,350022585,INC,MALE,2,63,Doctorate,414057,2074,416131,41.14942824,1371427,SOUTH
Tamil Nadu,THOOTHUKKUDI,303373130,DMK,FEMALE,6,51,Graduate Professional,560345,2798,563143,56.77033611,1427783,SOUTH
Kerala,THRISSUR,8609349,INC,MALE,7,58,High School,414541,548,415089,39.83113302,1337110,SOUTH
Madhya Pradesh,TIKAMGARH,21503766,BJP,MALE,0,65,Doctorate,670967,1281,672248,61.25523257,1647399,WEST
Tamil Nadu,TIRUCHIRAPPALLI,32182184,INC,MALE,0,69,Post Graduate,615667,5618,621285,59.23888636,1508963,SOUTH
Tamil Nadu,TIRUNELVELI,232759237,DMK,MALE,4,54,High School,517589,5404,522993,50.26893761,1547800,SOUTH
Andhra Pradesh,TIRUPATI,17426921,YSRCP,MALE,0,63,Graduate Professional,717924,4953,722877,54.91012729,1650453,SOUTH
Tamil Nadu,TIRUPPUR,8035576,CPI,MALE,0,71,High School,505793,2932,508725,45.41810368,1530014,SOUTH
Tamil Nadu,TIRUVANNAMALAI,134897466,DMK,MALE,0,45,Graduate,661719,4553,666272,57.84660585,1473862,SOUTH
Rajasthan,TONK-SAWAI MADHOPUR,1233802420,BJP,MALE,0,61,High School,641561,2758,644319,52.19410482,1945992,WEST
Tripura,TRIPURA EAST,1948315,BJP,MALE,0,43,Post Graduate,479634,2492,482126,46.08693242,1261861,NORTH EAST
Tripura,TRIPURA WEST,642398,BJP,FEMALE,0,50,Graduate,570021,3511,573532,51.74287526,1352857,NORTH EAST
Karnataka,TUMKUR,510779150,BJP,MALE,0,78,Graduate Professional,594011,2116,596127,47.86365618,1608545,SOUTH
Meghalaya,TURA,29406813,NPP,FEMALE,0,38,Post Graduate,304185,270,304455,52.17916638,716990,NORTH EAST
Rajasthan,UDAIPUR,48196946,BJP,MALE,0,54,Post Graduate,867694,3854,871548,59.88304383,2069559,WEST
Jammu & Kashmir,UDHAMPUR,70827203,BJP,MALE,0,62,Post Graduate,715406,8905,724311,61.24319343,1685816,NORTH
Karnataka,UDUPI CHIKMAGALUR,104872668,BJP,FEMALE,3,52,Post Graduate,717482,1434,718916,62.42633223,1513806,SOUTH
Bihar,UJIARPUR,187007570,BJP,MALE,3,53,Graduate,542341,1565,543906,56.08076201,1612300,EAST
Madhya Pradesh,UJJAIN,26417937,BJP,MALE,0,47,High School,790207,1456,791663,63.17822807,1661229,WEST
West Bengal,ULUBERIA,28351569,AITC,FEMALE,0,57,Graduate,694617,328,694945,53.00392031,1614988,EAST
Uttar Pradesh,UNNAO,40886941,BJP,MALE,4,63,Doctorate,702441,1066,703507,56.84670773,2191465,NORTH
Karnataka,UTTARA KANNADA,84755455,BJP,MALE,4,51,High School,783211,2831,786042,68.09154618,1556599,SOUTH
Kerala,VADAKARA,114379340,INC,MALE,3,62,Graduate,525004,1751,526755,49.41731743,1288926,SOUTH
Gujarat,VADODARA,29426428,BJP,FEMALE,0,56,High School,880905,2814,883719,72.21643381,1794896,WEST
Bihar,VAISHALI,337284632,LJP,FEMALE,2,48,High School,566707,1508,568215,52.86945534,1735983,EAST
Bihar,VALMIKI NAGAR,17934888,JD(U),MALE,4,62,High School,601227,1433,602660,58.38421826,1665502,EAST
Gujarat,VALSAD,68239480,BJP,MALE,0,69,Graduate Professional,770442,1538,771980,61.20200037,1671030,WEST
Uttar Pradesh,VARANASI,25136119,BJP,MALE,0,68,Post Graduate,673453,1211,674664,63.59780888,1856791,NORTH
Madhya Pradesh,VIDISHA,30032282,BJP,MALE,0,65,High School,850443,2579,853022,68.18650166,1741604,WEST
Andhra Pradesh,VIJAYAWADA,808152415,TDP,MALE,0,53,High School,573929,1569,575498,45.03907182,1652994,SOUTH
Tamil Nadu,VILUPPURAM,6509860,DMK,MALE,0,58,Doctorate,556675,2910,559585,49.25499385,1444335,SOUTH
Tamil Nadu,VIRUDHUNAGAR,49705799,INC,MALE,1,44,Graduate Professional,464667,6216,470883,43.76537048,1484256,SOUTH
Andhra Pradesh,VISAKHAPATNAM,2023905124,YSRCP,MALE,1,52,High School,433968,2938,436906,35.23659975,1829300,SOUTH
Andhra Pradesh,VIZIANAGARAM,21035766,YSRCP,MALE,4,57,Graduate Professional,573466,4952,578418,47.31694907,1503980,SOUTH
Telangana,WARANGAL,24889712,TRS,MALE,0,51,Graduate,612027,471,612498,57.69182949,1666770,SOUTH
Maharashtra,WARDHA,65807822,BJP,MALE,0,65,High School,575488,2876,578364,53.91882028,1743283,WEST
Kerala,WAYANAD,158877063,INC,MALE,5,48,Post Graduate,705034,1333,706367,64.64069388,1359679,SOUTH
NCT OF Delhi,WEST DELHI,155195014,BJP,MALE,0,41,Post Graduate,862058,3590,865648,60.01059278,2371644,NORTH
Maharashtra,YAVATMAL-WASHIM,96873189,SHS,FEMALE,3,46,Graduate,540104,1994,542098,46.14291162,1916185,WEST
Telangana,ZAHIRABAD,1287851556,TRS,MALE,18,63,Graduate,434066,178,434244,41.57418258,1498666,SOUTH
